0.280000	5.206708	-3.42468
0.448000	4.469685	-3.68615
0.550000	4.589794	-3.76523
0.647000	4.778636	-3.75526
0.736000	4.972484	-3.50090
0.803000	5.330811	-3.07843
0.830000	5.446844	-2.94651
0.873000	6.484271	-2.52144
0.900000	8.001561	-2.32714
0.921000	9.791204	-2.03528
0.951000	15.201017	-1.66499
0.968000	20.614560	-1.20480
0.980000	25.488689	-0.71891
0.987000	25.127161	-0.24111
0.993000	16.853478	-0.03804
1.024000	10.548354	0.293742
1.040000	10.270636	0.304330
1.078000	8.681308	0.629847
1.135000	7.380505	0.929182
1.160000	6.823468	0.977106
1.193000	6.326337	1.148461
1.210000	6.454820	1.077234
1.235000	6.155147	1.229784
1.267000	5.916150	1.383008
1.297000	5.662441	1.553302
1.323000	5.781938	1.585495
1.350000	5.706259	1.783950
1.376000	5.975231	1.906317
1.402000	6.436123	2.067148
1.427000	6.993991	2.345986
1.455000	7.694451	2.764922
1.492000	6.395750	3.483984
1.557000	2.984367	4.508111
1.640000	2.603540	4.760118
1.735000	2.089424	5.059057
